ability_id,original_ability,side,supply_occurrences,supply_file_count,demand_occurrences,demand_record_count,supply_evidence_sample,demand_evidence_sample,demand_job_sample
3729,船舶电气设施安装维护与安全管理能力,demand,0,0,1,1,,负责船舶电气设施的安装、维护和升级，确保电气设施的安全和可靠性；监督电气施工的实施，对公司的电气安全进行定期检查和评估,电气主管
3730,船舶电气设计与仿真能力,demand,0,0,1,1,,熟悉船舶配电系统及变频器设计，熟练掌握电机设计及仿真计算，熟悉CAD、电磁设计等专业软件,电气技术员
3731,船舶电气设计与改造能力,demand,0,0,1,1,,负责船舶设备电气的改造及设备电气设计；负责船舶电气有关的监造。,船舶电气工程师
3732,船舶电气设计及绘图能力,demand,0,0,1,1,,绘制项目电气原理图、接线图、布置图、外形图；船舶、海工行业经验优先考虑,电气设计工程师（绘图）
3733,船舶电气调试与技术支持能力,demand,0,0,1,1,,协助生产车间解决电气安装过程中的问题；协助质检、工控等完成设备及系统的测试和现场调试工作,电气工程师（配电）
3734,船舶电气调试与服务能力,demand,0,0,1,1,,负责产品安装、调试、客户交流、培训、交付方面的工作；配合船厂完成试航任务；负责与船东、船厂方技术沟通支持与问题的解决,售后服务工程师（船舶现场调试）
3735,船舶电气调试与维保能力,demand,0,0,1,1,,负责为项目提供出厂检验FAT，负责产品安装、调试；配合船厂完成试航任务；负责公司交付项目的登轮维保工作；负责与船东、船厂方技术沟通支持与问题的解决,售后电气调试（船舶行业）
3736,船舶电气调试管理能力,demand,0,0,1,1,,制定设备调试工作计划、组织严格按照SOP进行设备调试、安排现场安装调试、管理调试设备和仪表,船舶电气调试工程师
3737,船舶电气调试能力,demand,0,0,1,1,,有船舶电气调试经验（船舶电子电气或船舶电气自动化调试背景）优先,船舶电气设备服务工程师（可英语沟通）
3738,船舶电气调试运维能力,demand,0,0,1,1,,负责产品安装、调试、配合船厂完成试航任务、登轮维保工作，与船东、船厂方技术沟通支持与问题解决。,售后电气调试（船舶行业）
3739,船舶电气项目客户沟通与协调能力,demand,0,0,1,1,,项目实施和交付过程中保持客户沟通，并得到客户满意；具有良好的沟通和谈判能力,项目经理
3740,船舶电气项目建造管理能力,demand,0,0,1,1,,根据公司总体建造计划，编制电气项目施工计划；对电气项目生产现场的进度、质量、成本、安全、5S负责；熟悉船舶电气项目建造、维修工艺流程；系统掌握船舶电气生产工艺技...,电气主管
3741,船舶电气项目进度管理能力,demand,0,0,1,1,,参与该单船项目的建造进度跟踪与把控；具备一定的项目管理能力，能够协调各项工作进度。,电气安装主管
3742,船舶电气预算与成本控制能力,demand,0,0,1,1,,协助制定公司劳务队的电气预算，监控电气费用，并确保公司的电气预算合理,电气主管
3743,船舶电池系统方案设计与开发能力,demand,0,0,1,1,,负责与客户沟通需求，主导产品售前、立项技术方案，完成技术协议、统筹各技术部门完成开发方案；对电池包、模块产品总体设计负责；熟悉船舶开发流程、了解船舶电器系统、了...,国内产品工程师-船舶方向 (MJ014914)
3744,船舶电站控制与设备理解能力,demand,0,0,1,1,,掌握船舶电站的控制原理；了解PID调节控制和变频控制的原理；了解船舶自动化相关设备概况,船舶自动化电气项目工程师
3745,船舶电站控制能力,demand,0,0,1,1,,掌握船舶电站的控制原理；了解PID调节控制和变频控制的原理,船舶自动化电气项目工程师
3746,船舶电站操作与维护能力,supply,1,1,0,0,核心课程：船舶电站、船舶电站操作与维护；实践环节：船舶电站操作与维护。,,
3747,船舶电站管理维护能力,supply,1,1,0,0,特色课程包括：船舶电站1、船舶电站2（高压电站）。必修课程：船舶电站1 (3学分)、船舶电站2 (0.5学分)。,,
3748,船舶电装设计与施工管理能力,demand,0,0,1,1,,负责船舶电装项目的设计、施工和维护，对项目进度和质量负责；撰写船舶电装技术规范，并指导现场施工；参与船舶电气系统的选型和评估。,电装高级主管设计师
3749,船舶电装设计与施工能力,demand,0,0,1,1,,负责船舶电装项目的设计、施工和维护，对项目进度和质量负责；撰写船舶电装技术规范，并指导现场施工,电装高级主管设计师
3750,船舶监控系统SCADA软件应用能力,demand,0,0,1,1,,熟练使用主流SCADA软件，如WinCC，Intough，Ignition，Inplant等。认可组态项目数据，制作Mimic。,项目经理
3751,船舶监控系统开发能力,demand,0,0,1,1,,负责工业级生产系统PLC和wincc软件开发；有工业级（船舶行业）监控系统相关产品设计经验者优先,电气工程师
3752,船舶监测与报警系统能力,supply,1,1,0,0,特色课程：船舶主机监测与控制系统、船舶机舱监测与报警系统。限选课程：船舶主机监测与控制系统 (2学分)、船舶机舱监测与报警系统 (2学分)。,,
3753,船舶监造与检验能力,supply,1,1,0,0,能够从事船舶监造与检验等工作，熟悉船舶建造和检验相关标准和规范，具备船机检验技能。,,
3754,船舶监造能力,demand,0,0,1,1,,负责船舶监造工作，包括船舶建造质量控制、进度控制和与船厂、设计院、船级社协调等工作,装备监造工程师
3755,船舶相关工程实践能力,supply,1,1,0,0,实践环节包括：船舶实习（工程）、安全熟悉（Survival at Sea）等。,,
3756,船舶租后管理能力,demand,0,0,1,1,,负责已投放船舶业务的租后管理。,融资租赁部门负责人/项目经理（船舶方向)--宁波事业部
3757,船舶租赁业务能力,demand,0,0,1,1,,负责航运类租赁业务的开发、立项、尽调、投放和租后管理等全流程操作,船舶业务项目经理
3758,船舶等领域系统仿真软件开发能力,demand,0,0,1,1,,同元软控产品和服务已广泛应用于船舶等行业；为装备制造业提供新一代系统级设计与仿真验证工业软件,Syslab 基础环境-图形库开发
3759,船舶管理与海事法规应用能力,supply,1,1,0,0,熟悉轮机工程和船舶领域相关的国内外法律法规对船舶安全运营的要求，了解船舶企业管理体系，能在船舶管理中遵守海事法律法规。,,
3760,船舶管系与电气设计能力,supply,1,1,0,0,能进行船舶管系工艺设计、船舶电气控制线路设计；课程：船舶管系与工艺设计C、船舶电气设备与系统C,,
3761,船舶管系图纸识读与设备维护能力,demand,0,0,1,1,,需掌握管系原理图和零件图、安装图的读图技能；承担自用设备日常维护保养工作,船舶铜工
3762,船舶管系安装与调试能力,demand,0,0,1,1,,完成船舶各类管系的拆旧、放样制作、安装、调试、交验工作,船舶铜工
3763,船舶管系放样设计能力,demand,0,0,1,1,,主要负责公务船、巡逻船、旅游船等类型船舶管系专业生产设计工作，包括并不限于管系材料统计；管系三维建模、设备基座出图，现场施工问题处理。,轮机放样工程师（中山厂）
3764,船舶管系生产管理能力,demand,0,0,1,1,,在船厂管系主管岗位工作两年及两年以上；熟练掌握管系专业的各种标准规范，对船舶管系图纸相当精通；能安排船厂预制管件的日常生产工作；负责管系和附件的材料统计、到货督...,管系主管
3765,船舶管路与结构设计能力,demand,0,0,1,1,,熟练使用Auto CAD绘制专业图纸；用AM绘制结构的图纸，如施工图、拼板图、套料图等；用AM或者E3D建模,船舶方向助理设计师
3766,船舶管路系统三维设计能力,demand,0,0,1,1,,负责具体区域的管路及风管三维建模工作；参与三维模型评审及意见修改；参与三维软件二次开发需求记录提交,管系工程师（生产设计）
3767,船舶管道安装调试能力,demand,0,0,1,1,,船舶管道下料、装配、试压；管道安装、系统调试；会看图纸，会做管,船厂技工（急招船电工）
3768,船舶系统与设备实验研究能力,supply,1,1,0,0,能够基于轮机工程专业相关的原理并采用科学方法对轮机工程领域的复杂工程问题进行研究，包括设计实验、分析与解释数据，并通过信息综合得到合理有效的结论。,,
3769,船舶经营报价测算能力,demand,0,0,1,1,,负责船舶产品的经营报价测算工作。有3~5年船舶行业营销经验，具有船舶经营报价测算经验。,高级商务经理
3770,船舶结构/舾装设计能力,demand,0,0,1,1,,负责船舶及海洋工程项目的结构/舾装设计，包括图纸设绘、审查等；具有运用船级社软件及通用结构设计软件进行项目的方案设计、基本设计及详细设计能力。,船舶设计师（结构/舾装专业）
3771,船舶结构与机械设计能力,demand,0,0,1,1,,熟悉机械设计，了解船舶结构优先；负责设计与绘制相应的安装图纸；负责解决船舶相应的结构性设计问题。,机械/船体工程师
3772,船舶结构与货运能力,supply,1,1,0,0,专业课程《船舶结构与货运》主要教学内容：掌握船体结构、货舱、积载、稳性、吃水差、强度校核等知识，具备货物积载与系固方案制定及装卸作业能力。,,
3773,船舶结构分析与强度能力,supply,1,1,0,0,核心课程包括船舶结构力学、船舶与海洋结构物强度；配套实验和课程设计；毕业要求能分析解决结构问题。,,
3774,船舶结构力学分析能力,demand,0,0,1,1,,了解齿轮箱结构、力学分析、螺旋桨水动力、电气控制和船舶工程等知识,机械工程师-研发
3775,船舶结构图纸设绘与协调能力,demand,0,0,1,1,,负责结构设计、结构图纸设绘工作；负责内部专业之间的技术协调工作。,船舶结构详细设计（镇江）
3776,船舶结构图纸设绘能力,demand,0,0,1,1,,负责科研或设计项目结构图纸设绘工作,船舶设计师（结构计算）
3777,船舶结构布局与规范计算能力,demand,0,0,1,1,,根据总布置图及技术规格书要求完成基本结构布局策划，并根据规范完成构件规范计算书及总强度计算书。,船舶结构详细设计（镇江）
3778,船舶结构技术协调能力,demand,0,0,1,1,,对外技术协调、以及内部专业之间的技术协调,结构工程师
3779,船舶结构有限元计算能力,demand,0,0,1,1,,结构规范计算专业要熟练掌握Patran，Ansys等有限元计算软件及各船级社规范计算软件，能独立完成舱段有限元和局部强度计算工作,研发设计师（轮机）
3780,船舶结构检验能力,demand,0,0,1,1,,负责船舶产品实现过程的监视和测量及其状态标识和记录；掌握产品国家标准、图纸、工艺、检验规程；熟悉船体结构相关知识,结构检验员
3781,船舶结构计算与规范应用能力,demand,0,0,1,1,,根据规范完成构件规范计算书及总强度计算书；了解船级社规范和法规,船舶结构详细设计（镇江）
3782,船舶结构设计与分析能力,supply,1,1,0,0,必修课程包括船舶设计原理、船体强度与结构设计、船舶结构有限元分析、船舶与海洋工程结构力学等，涵盖设计、计算与仿真。,,
3783,船舶结构设计与安装调试能力,demand,0,0,1,1,,熟悉机械设计，了解船舶结构优先；负责设计与绘制相应的安装图纸；负责解决船舶相应的结构性设计问题；负责设备的安装、调试和故障排除。,机械/船体工程师
3784,船舶结构设计与计算能力,demand,0,0,1,1,,负责公司产品结构设计、图纸绘制；使用有限元软件进行结构计算和分析,结构工程师
3785,船舶结构设计制图能力,demand,0,0,1,1,,负责产品结构设计，并制图；要求船舶或机械相关专业,设计工程师
3786,船舶结构设计图纸设绘与协调能力,demand,0,0,1,1,,负责结构设计、结构图纸设绘工作；负责内部专业之间的技术协调工作；对船东、船检和船厂对设计图纸意见的澄清和关闭,船舶结构详细设计（镇江）
3787,船舶结构设计审图能力,demand,0,0,1,1,,承担结构专业送审图纸的设计、审核及船级社退审意见的处理；承担结构强度计算与分析等相关工作。,总体高级设计师
3788,船舶结构设计能力,demand,0,0,1,1,,协助结构专业主任设计师技术攻关，配合主任设计师完成专业技术方案；承担本专业设计项目主要图纸和技术文件的设计和校核及一般图纸文件的审查,船舶结构高级工程师
3789,船舶结构详细设计与规范计算能力,demand,0,0,1,1,,负责结构专业的基本设计和送审详细设计；根据总布置图及技术规格书要求完成基本结构布局策划，并根据规范完成构件规范计算书及总强度计算书,船舶结构详细设计（镇江）
3790,船舶结构送审详细设计能力,demand,0,0,1,1,,负责结构专业的基本设计和送审详细设计，以及对船东、船检和船厂对设计图纸意见的澄清和关闭。,船舶结构详细设计（镇江）
3791,船舶结构项目协调能力,demand,0,0,1,1,,负责内部专业之间的技术协调工作；负责技术规格书结构部分的编制及投标项目结构专业的配合工作,船舶结构详细设计（镇江）
3792,船舶维保能力,demand,0,0,1,1,,配合运营船舶维保工作,装备监造工程师
3793,船舶维修与修理管理能力,demand,0,0,1,1,,负责编制甲板部厂修、自修计划，组织落实修理前的准备工作，协调厂船关系，掌握厂修进度、质量；领导船员自修。,自航耙吸式挖泥船大副
3794,船舶维修与坞修管理能力,demand,0,0,1,1,,负责船舶厂修安全和质量，满足船级社要求,机务主管
3795,船舶维修保养与岸基支持能力,demand,0,0,1,1,,负责指导、监督船员对船舶的关键性设备的维修保养工作；对船舶提供必要的技术指导和岸基支持，包括指导船舶接受港口国检查工作；协助调查船舶机损、污染事故。,机务管理岗（海船机务）
3796,船舶维修工程项目管理能力,demand,0,0,1,1,,负责重大工程项目计划、方案、施工工艺的制定和编写，工程报价、结算及完工报告编写，与业主沟通工程实施计划,机务修理工程师
3797,船舶维护与修理能力,supply,1,1,0,0,核心课程：轮机维护与修理；实践环节：船用发动机拆装与操作训练、船用辅机拆装与操作训练,,
3798,船舶维护保养能力,demand,0,0,1,1,,负责船舶的维护保养工作；需持有船员服务簿,内河船只船员
3799,船舶维护系统与设备管理能力,demand,0,0,1,1,,熟悉PMS船舶维护系统，审核船舶检修方案；审核船舶物料和设备需求计划；负责船舶的设备安全，指导船舶设备故障处理、船舶维保、ISM运行、加油、船舶物料、备件管理等...,机务主管
3800,船舶综合驾驶台系统能力,supply,1,1,0,0,特色课程：船舶综合驾驶台系统。限选课程：船舶综合驾驶台系统（1）(3学分)、船舶综合驾驶台系统（2）(2.5学分)。,,
3801,船舶绿色与智能技术应用能力,supply,1,1,0,0,培养目标突出安全、绿色与智能船舶特色，课程包括船舶节能技术、船舶智能制造技术，体现绿色智能方向。,,
3802,船舶网络安全产品开发与取证能力,demand,0,0,1,1,,负责船舶网络安全产品的开发、选型及取证工作；参与公司船舶网络安全体系建设。,船舶网络安全工程师
3803,船舶网络安全产品开发与运维能力,demand,0,0,1,1,,负责船舶网络安全产品的开发、选型及取证工作；项目调试交付，以及后期网络安全设备的运维。,船舶网络安全工程师
3804,船舶网络安全设计能力,demand,0,0,1,1,,负责根据相关船级社规范标准要求，设计整船网络安全解决方案；负责船舶网络安全项目，包括技术方案制作、图纸设计、材料统计、客户沟通、项目调试交付,网络安全工程师
3805,船舶能量管理系统与推进控制系统开发能力,demand,0,0,1,1,,未来将向船舶能量管理系统、推进控制系统方向培养；协助项目负责人开展系统调研、方案编制、系统设计、软件编程及优化等工作,电气自动化工程师
3806,船舶腐蚀与防护技术能力,supply,1,1,0,0,个性课程包括船舶腐蚀与防护，掌握船舶材料腐蚀机理及防护措施。,,
3807,船舶自主与终身学习能力,supply,1,1,0,0,毕业要求12：具有自主学习和终身学习的意识，有不断学习和适应发展的能力。,,
3808,船舶自动化与监控能力,supply,1,1,0,0,必修课现代轮机监控基础、轮机自动化，培养轮机自动化和监控系统的应用能力。,,
3809,船舶自动化与运动控制能力,supply,1,1,0,0,特色课程：船舶运动控制、船舶自动化系统、船舶电力控制系统、船舶机舱控制系统。毕业要求涉及解决自动化领域复杂工程问题。,,
3810,船舶自动化与通讯系统实施能力,demand,0,0,1,1,,熟练使用主流SCADA软件，如WinCC，Intough，Ignition，Inplant等；了解PLC编程软件；了解工业数据通讯，如Modbus，CAN，NE...,项目工程师/产品经理（船舶行业经验）
3811,船舶自动化信息化产品规划能力,demand,0,0,1,1,,梳理客户需求：结合业务流程翻译成开发能够理解的原型文档，PRD等；根据提出的需求规划产品迭代方向等,产品经理（船舶自动化信息化)
3812,船舶自动化信息化海外销售能力,demand,0,0,1,1,,负责公司自动化、信息化、数字化产品等在海外市场的推广销售；开发和维护行业大客户关系以及开发新客户；负责渠道经销商的开发、培训、商务会谈及培训指导；主导海外项目投...,海外销售（船舶自动化信息化）
3813,船舶自动化工程实施能力,demand,0,0,1,1,,熟练使用主流SCADA软件，如WinCc，Intough，Ignition，Inplant；熟练使用主流PLC编程软件，如TIA博图，Codesys等,工控系统开发工程师
3814,船舶自动化控制系统设计能力,demand,0,0,1,1,,负责自动化控制系统电气部分的设计、相关元件的选型,自动化工程师
3815,船舶自动化系统开发能力,demand,0,0,1,1,,负责完成民船项目产品的PMS、AMS程序编写、界面设计、硬件选型、厂内调试、文件编制等工作；至少熟练掌握一种PLC（施耐德、西门子等）编程设计工作，熟悉力控、杰...,电气工程师（工控）
3816,船舶自动化系统能力,demand,0,0,1,1,,熟悉船舶自动化系统（监测报警）、主机遥控系统、能量管理系统EMS；具有SCADA软件的组态经验，如WinCC,船舶自动化电气项目工程师
3817,船舶自动化系统调试能力,demand,0,0,1,1,,负责项目的售后服务工作（现场沟通协调、调试、报验、试航、Claim等）；有船舶自动化系统调试工作经验或相关类似工作经验优先考虑,售后服务工程师
3818,船舶自动化系统集成与故障排除能力,demand,0,0,1,1,,参与船舶各信息化系统的规划、集成和测试；对船舶信息化与自动化系统进行故障排除和维修,船舶信息化与自动化工程师
3819,船舶自动化系统集成与编程能力,demand,0,0,1,1,,具有SCADA软件的组态经验；熟悉船舶自动化系统（监测报警）、主机遥控系统、能量管理系统EMS；具有PLC编程经历，掌握多种编程语言,船舶自动化电气项目工程师
3820,船舶自动化系统集成与调试能力,demand,0,0,1,1,,了解PLC编程软件，如TIA博图，CodeSys等；了解工业数据通讯，如Modbus，CAN，NEMA，OPC，MQTT等。有船舶航行，或船厂设计，生产调试工作...,项目经理
3821,船舶自动化设备认知能力,demand,0,0,1,1,,了解船舶自动化相关设备概况，如主机、发电机、配电板、压载控制、压载水处理装置、锅炉、阀门遥控、液位遥测、装载计算机等基本工作原理和功能实现方式,船舶自动化电气项目工程师
3822,船舶航务与安全管理能力,demand,0,0,1,1,,贯彻执行公司制定的安全和环境保护方针；对船舶航务和货物管理工作进行指导；负责船舶救生、消防、通信、导航及设备的检查管理；负责船舶交通污染事故的调查和处理,海务主管
3823,船舶航次全过程监控与应急管理能力,demand,0,0,1,1,,对货运质量、船舶抵离港操作、船舶港口作业、海上航行等航次任务执行情况进行全过程监控；24小时轮岗值守应急值班电话。,船舶调度（外派）
3824,船舶航次运营管理能力,demand,0,0,1,1,,带领操作团队跟踪船舶动态，处理日常船舶操作事宜；核算航次发生成本，控制成本，记录并分析超支原因；航次总结，分析盈亏原因,租船操作
3825,船舶航海图书与电子海图管理能力,demand,0,0,1,1,,负责公司、船舶海图、航海出版物的审批和管理，跟踪监控船舶电子海图与电子出版物的管理与使用,海务主管
3826,船舶航海技术指导能力,demand,0,0,1,1,,根据船舶动态，提供气象，海域资料和安全措施，负责指导货物安全装卸和船舶安全营运；负责对船长、甲板部高级船员聘用的面试、审核和岗前安全教育,海务主管
3827,船舶航行与安全能力,demand,0,0,1,1,,熟悉通讯助航设备、救生消防设备、破损控制设备性能操作，做好航行值班，靠离码头工作，通过危险水域、狭窄水道或恶劣天气时加强瞭望。,船舶驾驶员
3828,船舶航行与定位能力,supply,1,1,0,0,航海学（英）、船舶操纵（英）、船舶导航雷达（英）等课程支撑,,
3829,船舶航行与操作能力,supply,1,1,0,0,通过航海学、船舶操纵、船舶避碰与值班、电子海图显示与信息系统等课程，掌握船舶航行、操纵与安全管理技能。,,
3830,船舶航行与操纵能力,supply,1,1,0,0,核心课程：航海学、船舶值班与避碰、船舶操纵、航海气象学与海洋学、航海雷达、航海仪器。,,
3831,船舶航行安全管理能力,demand,0,0,1,1,,监督和指导分管船舶的航行、环境保护、货运和应急操作；提高船舶安全管理并符合船东的要求。,海务主管
3832,船舶航行监控与气象信息服务能力,demand,0,0,1,1,,跟踪全球气象，收集气象信息和冰况报告，审核船舶航行计划，向船舶提供安全建议与技术指导,海务主管
3833,船舶航行能力,supply,1,1,0,0,系统掌握船舶航行、货物积载与装卸、船舶作业管理和人员管理、船舶通信等方面知识和技能,,
3834,船舶航行风险预警与规避能力,demand,0,0,1,1,,了解船舶航行安全和各航行区域的气候，航道及主管部门通告等情况，向船舶发出预警通知，及时规避航行风险,操作调度
3835,船舶航运市场研究与数据分析能力,demand,0,0,1,1,,协助分析师开展相关市场研究，对船舶和航运市场等相关领域有一定的了解和研究；负责相关市场的数据和信息收集；能够优化数据搜集方面的流程,航运市场分析专员
3836,船舶舱室结构深化设计能力,demand,0,0,1,1,,根据船厂提供的舱室综合布置图进行布局优化及深化设计，生产设计和工艺节点等；绘制生产设计图（平面、立面图）以及施工图纸，编辑BOM清单。,结构设计工程师
3837,船舶舱室结构设计能力,demand,0,0,1,1,,根据船厂提供的舱室综合布置图进行布局优化及深化设计，生产设计和工艺节点等；绘制生产设计图以及施工图纸，编辑BOM清单,结构设计工程师
3838,船舶船体/轮机/电气质量检验能力,demand,0,0,1,1,,从事船舶产品的质量检验，熟悉船级社的规范、通晓船体/轮机/电气施工流程和施工工艺；负责编制检验表，实施造船过程中的质量检验,船厂质检员
3839,船舶船体与舾装设计能力,demand,0,0,1,1,,负责船体、舾装部分详细设计及施工设计；熟悉建造规格书及相关规范、标准；负责编制船体和舾装材料、设备采购清单、甲板机械设备订货,船体工程师（中山厂）
3840,船舶船体质量检验能力,demand,0,0,1,1,,从事船舶产品的质量检验，熟悉船级社的规范、通晓船体施工流程和施工工艺；负责编制船体项目检验表，实施造船过程中的质量检验,船机电质检人员
3841,船舶船员培训管理能力,demand,0,0,1,1,,对驾引人员的技术培训负安全和指导责任，抓好船员业务技术的学习和培训。,船长
3842,船舶舾装产品研发设计能力,demand,0,0,1,1,,承担本专业产品研发、相关图纸设计、技术谈判准备及现场技术问题处理；具有5年以上船舶生产设计经验或3年以上开发、详细设计经验,研发设计师（舾装）
3843,船舶舾装件制作与安装能力,demand,0,0,1,1,,负责船舶舾装件的制作及安装；能看懂船舶舾装图纸,装配工（中山厂）
3844,船舶舾装制作安装能力,demand,0,0,1,1,,负责船舶舾装件的制作及安装；能看懂船舶舾装图纸。,装配工（中山厂）
3845,船舶舾装总体设计与技术攻关能力,demand,0,0,1,1,,协助结构专业主任设计师技术攻关，配合主任设计师完成专业技术方案；承担本专业设计项目主要图纸和技术文件的设计和校核及一般图纸文件的审查。,舾装总体设计高级工程师
3846,船舶舾装技术攻关与标准制定能力,demand,0,0,1,1,,对本专业的重要工艺进行技术攻关、总结；编制本专业的通用工艺，通用施工标准,舾装主管设计师
3847,船舶舾装模型制作与展示能力,demand,0,0,1,1,,根据客户需求，制作对应的舾装模型，并进行展示,船舶舾装设计师
3848,船舶舾装生产设计能力,demand,0,0,1,1,,负责机装、铁舾专业的三维放样(软件: Tribon)；绘制舾装件的制作图安装图；绘制设备基座的制作图和安装图；舾装专业的各类材料统计,舾装生产设计工程师
3849,船舶舾装设计与管理能力,demand,0,0,1,1,,编制本专业的通用工艺，通用施工标准；带领团队进行详细设计/自主生产设计工作，并对其工作计划、工作质量负责,舾装主管设计师
3850,船舶舾装设计团队指导能力,demand,0,0,1,1,,指导本专业下级设计师的设计工作。,舾装总体设计高级工程师
3851,船舶舾装设计方案分析与评估能力,demand,0,0,1,1,,对现有的船舶舾装设计方案进行分析和评估，并提出改进意见，以提高设计质量和效率,船舶舾装设计师
3852,船舶舾装设计评估与改进能力,demand,0,0,1,1,,对现有的船舶舾装设计方案进行分析和评估，并提出改进意见，以提高设计质量和效率,船舶舾装设计员
3853,船舶舾装详细设计能力,demand,0,0,1,1,,负责参与舾装的详细设计工作；负责外来图纸的审核以及专业之间协调工作；负责舾装设备的选型、技术谈判和签订技术协议,舾装详细设计工程师
3854,船舶融资与租赁产品设计能力,demand,0,0,1,1,,参与部门在航运船舶细分领域新的租赁产品的研发和推进工作；熟悉船舶交易相关金融结构及船舶租赁业务。,船舶业务项目经理
3855,船舶融资租赁业务能力,demand,0,0,1,1,,"开发拓展船舶融资租赁业务,具体实施租赁业务各项工作,完成个人业绩任务指标；负责船舶租赁项目实施的各阶段工作,包括尽职调查、融资方案设计、方案落实和客户维护等工作...",融资租赁部门负责人/项目经理（船舶方向)--宁波事业部
3856,船舶螺旋桨设计与送审能力,demand,0,0,1,1,,负责船舶的螺旋桨设计，送审设计；熟悉船舶总体性能设计(含阻力性能、水动力性能、螺旋桨设计等),船体工程师-螺旋桨设计
3857,船舶螺旋桨设计能力,demand,0,0,1,1,,负责船舶的螺旋桨设计，送审设计,船体工程师-螺旋桨设计
3858,船舶螺旋桨送审设计能力,demand,0,0,1,1,,负责船舶的螺旋桨设计，送审设计。,船体工程师-螺旋桨设计
3859,船舶行业供应商管理能力,demand,0,0,1,1,,根据公司供应商管理制度，组织公司相关部门完成供应商考察任务，并完成供应商准入、退出等评估结果；通过多种途径积极寻找适合公司情况的供应商资源；制定年度的供应商拜访...,采购管理(J12780)
3860,船舶行业军品采购管理能力,demand,0,0,1,1,,5年及以上船舶行业及J品采购经验、熟悉GJB体系、清楚J品供方管理等,J品采购经理
3861,船舶行业大客户销售与市场拓展能力,demand,0,0,1,1,,负责集团仪表产品在国内船舶行业的品牌推广与应用，重点挖掘船厂、船东、船舶设计院等客户群体，建立商务关系；对政企行业客户进行产品演示、咨询、投标书、合同谈判和回款...,大客户销售（船舶行业）
3862,船舶行业工业互联网解决方案能力,demand,0,0,1,1,,熟悉智能工业垂直行业的主流解决方案，了解行业内龙头厂商的主流产品；能够结合客户需求形成有针对性解决方案，涉及船舶行业。,解决方案经理-工业能源方向（J11149）
3863,船舶行业工控系统开发能力,demand,0,0,1,1,,工控软件组态，工控软件开发；熟悉船舶行业自动化环境更佳,工控系统开发工程师
3864,船舶行业激光焊接工艺能力,demand,0,0,1,1,,配合方案人员进行激光应用方案的制定、优化；开展样品测试；重工（如船舶等）行业经验优先。,焊接工艺工程师
3865,船舶行业采购管理能力,demand,0,0,1,1,,实施采购及采购管理：根据采购招投标流程，编制招标立项书、实施采购招投标立项；后采购管理：跟踪并考核供应商的合同履约进展；供应商管理。,采购主管
3866,船舶行业销售管理能力,demand,0,0,1,1,,处理投标等相关工作，制作标书；执行个人销售计划，实施辖区销售业务活动；负责货款及时回收；潜在客户开发；在建船问题处理，客户沟通；需船舶行业相关工作经验。,销售经理
3867,船舶行业销售能力,demand,0,0,1,1,,具有船舶行业销售经验优先考虑，具备其他项目销售经验亦可；执行个人销售计划，实施辖区销售业务活动,销售工程师
3868,船舶装卸作业现场管理能力,demand,0,0,1,1,,关注装卸作业，处理船舶在港期间事宜；做好船舶与调度及其他组员、口岸单位之间的信息互通。,船舶外勤
3869,船舶装备研发配合能力,demand,0,0,1,1,,配合公司船舶装备研发，技术评定等工作,装备监造工程师
3870,船舶装载作业管理能力,demand,0,0,1,1,,负责船舶装载计划的制定和执行，确保货物安全高效完成装载任务；组织并协调船舶装载团队，确保船舶装载过程的顺利进行；监督并指导船舶装载助理,船舶搭载主管
3871,船舶装配工艺执行能力,demand,0,0,1,1,,按照船舶装配工艺规范和精度工艺规范进行装配作业，确保施工质量达标和整体生产计划顺利完成。,船舶装配工
3872,船舶装配施工能力,demand,0,0,1,1,,按照船舶装配工艺规范和精度工艺规范进行装配作业，确保施工质量达标；熟悉图纸，了解工艺。,船舶装配工
3873,船舶规范与计算软件应用能力,demand,0,0,1,1,,掌握船舶轮机设计基本原理及主要设备、熟悉常用的船级社规范，常用的船级社规范计算软件等。,船舶高级工程师（轮机详细设计） 上海海工院
3874,船舶规范应用能力,demand,0,0,1,1,,熟悉并能良好运用船舶相关国际法定规则、各主要船级社规范。,总体高级设计师
3875,船舶规范计算能力,demand,0,0,1,1,,结构规范计算专业要熟练掌握Patran，Ansys等有限元计算软件及各船级社规范计算软件，能独立完成舱段有限元和局部强度计算工作，能独立完成主船体结构规范计算。,研发设计师（电气）
3876,船舶认识与毕业实践能力,supply,1,1,0,0,实践环节包括船舶认识实习、毕业实习及毕业论文、轮机课程设计等。,,
3877,船舶认识与金工实习能力,supply,1,1,0,0,实践环节：船舶认识实习（轮机工程）、金工实习、毕业实习及毕业论文。,,
3878,船舶设备信号采集与系统集成能力,demand,0,0,1,1,,通过MODBUS协议、TCP等协议读取解析船舶上GPS、电罗经、柴油机等设备的信号,自动化工程师
3879,船舶设备商务与客户管理能力,demand,0,0,1,1,,负责设备询价，成本测算，市场情报收集等工作；负责潜在及目标客户的管理，建立并维护良好的客户关系,业务助理
3880,船舶设备商务管理能力,demand,0,0,1,1,,负责设备询价，成本测算，市场情报收集等工作；负责潜在及目标客户的管理，建立并维护良好的客户关系；负责合同生效后的管理工作,业务助理
3881,船舶设备团队管理能力,demand,0,0,1,1,,负责设备部门规划、人员管理管理、绩效考核，设定并达成管理目标。,设备经理（中山厂）
