side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖专业理论能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业理论课程模块包括水生生物学、水环境化学、鱼类增养殖学、甲壳动物增养殖学、水产动物营养与饲料学、水域生态学、饵料生物培养、水产动物疾病学等产教融合型课程。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖实践动手能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业实践课程模块包括专业创新与实践、虾蟹育苗生产实习、鱼类育苗生产实习、养殖专业生物资源调查、水产动物营养与饲料学大实验、毕业实习、毕业设计（论文）等产教融合型课程。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖科研与文献能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,水产养殖学专业科技写作与文献检索课程，2周，培养学生文献检索和科技写作能力。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,生物数据与计算机处理能力,工程基础与问题分析能力,confirmed,工程基础、数理和问题分析合并,专业选修课程包括生物数据与计算机辅助处理，2学分，培养学生数据处理与计算机应用能力。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖学专业基础能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,专业课程包括：鱼类学、水生生物学、遗传学、动物生理学、生物化学、微生物学、水环境化学等
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖生产实践能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,实践环节包括：鱼类学实验、水生生物学实验、组织胚胎学实验、虾蟹育苗生产实习、鱼类育苗生产实习、饵料生物培养实验等
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产动物营养与饲料能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,课程：水产动物营养与饲料学A及大实验；专业课组
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产动物疾病防控能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,课程：水产动物疾病学A及实验；专业课组
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水域生态与环境化学分析能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,课程：水域生态学B、水环境化学及实验；专业课组
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产增养殖技术能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,课程：鱼类增养殖学、甲壳动物增养殖学A；专业课组
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖科研与创新实践能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,实践环节：水产养殖学专业科技写作与文献检索、专业创新与实践，以及毕业设计（论文）
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,水产养殖专业工程训练能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,集中实践：工程训练B，2周；培养工程实践能力
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_4+0农牧+水产养殖学专业2024版本科人才培养方案.doc.txt,,,,海洋生物资源调查能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,实践环节：养殖专业生物资源调查，2周；培养野外调查能力
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产生物苗种繁育与养成能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,系统掌握水产养殖基本理论和基本技能，在水产生物苗种繁育及养成方面受到良好训练
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产动物疾病诊断与防治能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,主干课程包括水产动物疾病学A，实践环节有水产动物疾病学实验，毕业要求中涉及水产病害防治
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产动物营养与饲料研发能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,主干课程有水产动物营养与饲料学A，实践环节包括水产动物营养与饲料学大实验，培养目标中强调营养饲料方面的训练
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水质检测与调控能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,培养目标要求在水质检测与调控方面受到良好训练，主干课程有水环境化学及其实验
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产养殖产业规划与管理能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,目标1：具备水产养殖产业规划、实施、组织和管理能力，独立胜任水产养殖领域的生产技术管理和养殖工程规划
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产养殖技术开发与推广能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,培养目标：能在水产养殖生产领域和教育、科研、管理等部门从事水产养殖技术开发和推广等工作
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产科学研究与分析能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,毕业要求4：能够基于科学原理并采用科学方法，针对水产养殖业复杂产业问题，制定研究方案，开展实验设计和数据分析
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,现代工具应用与渔业智慧化能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,毕业要求5：能够针对水产养殖领域的产业规划、养殖新品种开发、现代化养殖工程和渔业智慧化等问题，使用恰当的技术和信息技术工具
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,水产养殖工程设计与可持续发展评价能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,毕业要求6：能够评价水产养殖产业实践中复杂问题的解决方案对社会、健康、安全、法律及文化的影响，理解资源利用效率和环境保护知识
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,团队协作与项目管理能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,毕业要求8：具有一定的组织管理能力和团队协作能力；毕业要求10：掌握水产养殖业管理原理和经济决策方法，评估水产养殖项目可行性
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,专业沟通与文献检索能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,毕业要求9：能够通过撰写报告和设计文稿等方式清晰表达复杂水产养殖产业问题；实践环节包括水产养殖学专业科技写作与文献检索
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_水产养殖专业.docx.txt,,,,终身学习与自主学习能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,毕业要求11：具有自主学习和终身学习的意识，能够通过自主学习适应新任务和新发展挑战
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋生物资源开发能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,掌握海洋生物资源开发、海洋资源调查与评估、海洋环境监测与评价、海洋环境保护与生态修复等海洋科学领域专业相关的系统知识与专业技能
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源调查与评估能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握海洋资源调查和海洋环境监测基本方法和技能，能够在有关机关、企事业单位胜任相关方向的科学研究工作
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋环境监测与评价能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,掌握海洋资源调查和海洋环境监测基本方法和技能，能够在有关机关、企事业单位胜任相关方向的科学研究工作
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋环境保护与生态修复能力,海洋环境监测评价治理能力,confirmed,海洋环境监测、评价与治理合并,海洋环境污染治理与生态修复，海洋咨询、评估、论证服务等方向的科学研究、生产开发或自主创新创业
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋科学综合分析能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具备海洋科学综合分析能力的社会主义建设者和接班人
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源与环境产业规划管理能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具备海洋资源开发与环境保护产业规划、实施、组织和管理能力
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋法律法规与政策应用能力,工程伦理安全可持续能力,confirmed,伦理、安全、法律政策和可持续合并,能够将海洋法律法规、海洋科技政策等非技术因素融入海洋资源与环境科学研究问题和海洋资源开发与环境保护产业问题的解决方案
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源与环境领域问题分析能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,能够应用所学专业知识，识别、表达并通过文献研究分析海洋资源与环境领域新产品、新技术研究中涉及的复杂问题
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋生物资源新产品开发设计能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,能够针对海洋生物资源开发、海洋调查与监测、海洋污染治理与生态修复等新产品、新技术研究问题提出解决方案，能够设计满足特定需求的新产品、新技术
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋调查与监测技术流程设计能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,能够针对海洋调查与监测、海洋污染治理与生态修复等特定需求，进行技术流程设计、关键环节优化、单元设备选型、核心参数系统配套、空间布置与设计
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源与环境实验研究能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,能够基于海洋科学、环境科学、生物学和生态学等学科科学原理并采用实验设计与数据处理等科学方法对新产品、新技术进行初步研究
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋科学数据处理与分析能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,采用实验设计与数据处理等科学方法对新产品、新技术进行初步研究
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源与环境领域团队协作能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具有一定的海洋资源与环境领域组织管理能力和团队协作能力，能够在多学科背景下的团队中承担个体、团队成员以及负责人的角色
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋科学沟通与表达能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,能够熟练使用文字、数据、图像处理工具撰写报告和设计文稿、陈述发言等书面或口头方式清晰表达复杂海洋科学相关的问题
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源与环境项目管理与经济决策能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,理解并掌握海洋资源利用与环境保护产业领域的管理原理与经济决策方法，并能在多学科环境中应用，评估产业项目的可行性，合理调度资源
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋资源与环境领域终身学习能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,具有自主学习和终身学习的意识，具有较强的理解能力、归纳总结能力和提出问题能力
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋科学基础理论应用能力,海洋科学综合研究能力,confirmed,海洋科学综合研究和实践合并,掌握数学、自然科学、环境科学、生物学、生态学等方面的专业知识，并能够用于解决海洋、环保、生物、化学等高新技术产业领域的新产品新技术开发
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋调查与监测实践能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,海洋资源与环境专业海洋认知实习、海洋生物资源调查、海洋资源与环境专业海洋调查实习、海洋环境监测实习、海洋环境保护实习
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海水分析与综合利用实验能力,海洋材料化学与生物医药能力,confirmed,海洋材料、化学和生物医药合并,海水分析与综合利用、海水分析与综合利用实验
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_海洋资源与环境专业.docx.txt,,,,海洋生物分类学实验能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,海洋生物分类学大实验
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物技术专业知识应用能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,能够将数学、自然科学、计算、学科基础知识、生物技术专业理论知识和专业技能用于解决新产品、新技术研究等过程中涉及的复杂问题。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,复杂生物技术问题分析能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,能够应用数学、生命科学的第一性原理，识别、表达并通过文献分析，研究新产品、新技术中涉及的复杂问题，综合考虑可持续发展的要求，以获得有效结论。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物技术产品与工艺设计能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,能够针对新产品、新技术问题提出解决方案，掌握相关技术基本原理及应用场景，具备能够设计满足特定需求的新产品、新技术的初步能力，并能够在开发环节中体现创新意识。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物技术实验研究与数据分析能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,能够基于生物技术及物理、化学等学科的科学原理并采用试验设计与数据处理等科学方法对新产品、新技术进行研究，包括设计实验、分析与数据解释，并通过信息综合得到合理有效的结论。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,现代生物技术工具使用能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,能够针对生物技术领域的复杂技术和产品问题，开发、选择与使用恰当技术、资源和信息技术工具，包括对复杂新产品、新技术的预测与模拟，并能够理解其针对性与局限性。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物技术工程伦理与可持续发展意识,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,能够基于生物技术相关背景知识进行合理分析，评价专业技术应用和复杂技术问题的解决方案对健康、安全、环境、法律以及经济和社会可持续发展的影响，并理解应承担的责任。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,团队合作与沟通能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,能够在多样化、多学科背景下的团队中承担个体、团队成员以及负责人的角色。能够熟练使用文字、数据、图像处理工具设计实验、撰写报告、陈述发言等书面或口头方式清晰表达复杂生物技术问题。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物技术项目管理与终身学习能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,理解并掌握生物技术工程项目相关的管理原理与经济决策方法，并能够在多学科环境中应用。具有自主学习和终身学习的意识和能力，能够理解广泛的技术变革对工程和社会的影响。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,基因工程与细胞工程应用能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,掌握基因工程、细胞工程、蛋白质工程、发酵工程等领域的工程设计和产品开发全周期、全流程的基本设计/开发方法和技术，了解影响设计目标和技术方案的各种因素。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物化学与分子生物学实验能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,掌握生物技术领域专业实验的基本原理和操作方法，能够构建实验装置系统，安全开展实验，正确采集实验数据。能正确处理实验数据，对实验结果进行分析和解释，并通过信息归纳获取合理有效的结论。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物资源调查与生产实习实践能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,实践环节包括：生物技术专业生物资源调查、生物技术专业生产实习、毕业实习、毕业设计（论文）等。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,生物信息学与生物统计学分析能力,生物化学食品支撑能力,confirmed,生物、化学和食品基础支撑合并,开设生物信息学、生物统计学等课程，培养数据处理和分析能力。
supply,名称中含海的本科院校_公办院校_江苏海洋大学（2024）_海洋科学与水产学院_生物技术专业.docx.txt,,,,海洋生物技术特色能力,海洋生物生态保育能力,confirmed,海洋生物、生态和保育合并,开设海洋生态概论、海洋生物技术原理及应用等课程，具有海洋意识。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,航海仪器操作与使用能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,能够正确使用航海仪器获取航海信息与气象信息，具备解读信息的能力，为船舶避碰、定位和导航提供依据；能对船上航海仪器设备进行检查保养。相关课程：航海仪器操作。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,气象观测与分析能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,掌握航海气象基础知识，天气系统及其特征；课程：气象观测与分析。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,船舶定位与导航能力,船舶通导与智能系统能力,confirmed,对象为船舶通导、信息化与智能绿色系统,掌握电子定位、导航系统，ECDIS和航海仪器的原理知识；能根据航次需要进行航线设计，并根据航行计划正确引导船舶航行。课程：船舶定位与导航。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,船舶操纵与避碰能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,了解操舵控制系统和船舶操纵的基本知识，熟悉驾驶台资源管理的知识，熟悉避碰规则及航行值班应遵守的规则；能熟练进行船舶操纵与避让，并进行有效的驾驶台资源管理。课程：船舶操纵与避碰。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,船舶结构与货运管理能力,港航物流与航运业务能力,confirmed,船舶代理、货运、配载和进出港业务归入港航物流,掌握船舶构造与船舶稳性，船体与甲板设备保养要求及程序等基本知识；掌握货物装卸、积载、系固和运输保管的知识；能制定货物积载与系固方案并作业。课程：船舶结构与货运。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,船舶管理能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,熟悉国际公约与国内法规的知识，掌握防止海洋环境污染的程序；掌握船舶岗位设置、职责、安全规章、人员管理等的知识；具备资源管理与决策的能力，能正确填写船舶各类法定记录，熟练操作相关防污染设备。课程：船舶管理。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,航海英语应用与沟通能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,掌握航海通信用语、航海专业英语、航海英语公文处理的基本知识；具备利用航海英语进行有效业务交流和沟通的能力；课程：航海英语。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,基本安全与应急处理能力,工程伦理安全可持续能力,confirmed,伦理、安全、法律政策和可持续合并,掌握安全、消防、急救、求生、保安等基本知识，熟悉船舶各类应急程序与应急措施；具有熟练使用、维护和保养船舶救生、消防设备的能力，能开展船舶求生、消防、保安、急救及其他各类应急事件的演练。课程：基本安全、高级消防、精通急救、保安意识等。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,水手业务能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,能够正确使用与管理甲板上的设备与工具，进行船舶保养；集中实践环节：水手业务、水手值班、水手工艺。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,智能航海技术应用能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,掌握适应智能航海发展的电子电气、智能控制技术与信息技术的基础知识；具备使用智能航海技术的基础知识与技能储备，能够快速适应航海技术的发展。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,电子海图与信息系统操作能力,电子通信与自动控制能力,confirmed,电子信息、通信、测控和自动化合并,专项实训项目：电子海图显示与信息系统。课程：航海仪器操作（含电子海图实训）。
supply,涉海职业院校培养方案_九江科技职业大学（航海技术专业培养方案）.pdf.txt,,,,GMDSS综合业务能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,GMDSS仿真实训室、GMDSS实训室相关实训项目；证书：GMDSS操作员适任证书。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,船舶驾驶能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,具有拟定船舶航线、对船舶进行定位并正确引导船舶航行的能力；掌握船舶定位与导航、船舶操纵、船舶值班与避碰等核心课程。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,航海仪器操作维护能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,具有正确使用电子海图、航海雷达、计程仪等航海仪器操作与维护设备的能力；课程包括航海仪器操作与维护。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,货物载运与积载能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,具有制订货物积载与系固方案、航运业务操作及海事管理的能力；核心课程包括船舶结构与货运。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,GMDSS通信能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,具有熟练操作、维护GMDSS设备，并能进行遇险、紧急、安全和常规通信的能力；课程包括GMDSS综合业务。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,航海气象分析能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,掌握航海气象观测与分析课程，进行海上气象要素观测，收集和分析气象资料，为船舶航行提供气象预报和决策依据。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,船舶安全与应急处理能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,具有海上个人求生、安全保护、防火灭火、精通船上急救、救生艇筏操纵、高级消防和履行保安职责的能力。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,航海英语应用能力,航海驾驶与通导操作能力,confirmed,航海技术、通导操作和航海仪器合并,具有较强的英语听说读写能力，能够运用国际航运企业现代化船舶航行与营运管理岗位工作的专门用途英语进行业务交流。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,水手工艺与船体保养能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,掌握水手工艺课程，熟悉绳结打法、撇缆、系泊、锚泊等船艺操作，具有船体保养能力。
supply,涉海职业院校培养方案_云南交通运输职业学院（航海技术专业培养方案）.pdf.txt,,,,船舶信号识别能力,船舶通导与智能系统能力,confirmed,对象为船舶通导、信息化与智能绿色系统,掌握船舶信号与识别课程，了解船舶声响信号、灯光信号、无线电信号等，具备识别能力。
supply,涉海职业院校培养方案_渤海船舶职业学院（学院章程）.pdf.txt,,,,船舶工业技术技能人才培养,科研实验创新实践能力,confirmed,船舶相关科研实验实践上收到创新实践模块,培养船舶工业技术技能人才为主的国家示范性骨干高等职业学校
supply,涉海职业院校培养方案_渤海船舶职业学院（学院章程）.pdf.txt,,,,产教融合与校企合作能力,团队沟通国际化能力,confirmed,团队沟通、外语和国际化合并,深化产教融合、校企合作，坚持和完善厂校同舟、产教共济的人才培养模式
supply,涉海职业院校培养方案_渤海船舶职业学院（学院章程）.pdf.txt,,,,高素质技术技能人才培养,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,健全德技并修、工学结合的育人机制，为区域经济发展和船舶工业振兴培养高素质技术技能人才
supply,涉海职业院校培养方案_渤海船舶职业学院（学院章程）.pdf.txt,,,,创新创业与就业指导能力,科研实验创新实践能力,confirmed,科研、实验、创新实践和学习发展合并,以培养专业技能、增强学生创新创业意识和就业能力为核心
supply,涉海职业院校培养方案_渤海船舶职业学院（学院章程）.pdf.txt,,,,船舶与海洋工程装备专业能力,船舶设计研发能力,confirmed,船舶海洋工程基础、分析与工具使用并入船舶设计研发,专业设置以工科为主体，以船舶与海洋工程装备类专业为主要特色
supply,涉海职业院校培养方案_渤海船舶职业学院（学院章程）.pdf.txt,,,,教材编写与选用能力,文献写作与教育教学能力,confirmed,学术表达、文献写作和教学合并,对接科技发展趋势和市场需求，及时吸收比较成熟的新技术、新工艺、新规范等组织专业课程教材编写
